PHLDA1	2690.67750609982	2.96343103018699	0.0688613151359983	43.0347724892318	0	0
SERPINE2	4764.54724660535	2.32350669731006	0.0592983885657297	39.1833025063498	0	0
SERPINE1	15474.8703062091	-1.86663801076141	0.0513188839153965	-36.3733165717072	1.12482946855164e-289	5.42730218576168e-286
ANKRD1	2010.16481388502	-2.4218493827193	0.0672818421487062	-35.9955867047536	9.80681250664125e-284	3.5488402758408e-280
MYO6	929.385534825156	3.77824767215659	0.108298932338868	34.8872107098381	1.16202896869643e-266	3.36407386437617e-263
TGFBI	19065.0645186862	-1.77034580698216	0.0520235907963026	-34.0296734593718	8.11236800845523e-254	1.95710878203982e-250
CHN1	1089.53140565783	2.86169086156029	0.0849025132034424	33.705608392335	4.78428079329784e-249	9.89320921185518e-246
PRDM8	852.898640624075	3.00091217695491	0.0932359799270641	32.1862030012709	2.75300234362224e-227	4.98121361549149e-224
PLAU	6998.88584849016	1.8116364598558	0.0581351842200371	31.1624790419327	3.43680251272483e-213	5.52752404129911e-210
CYP2S1	958.292660184682	3.03481045755511	0.0975071470118002	31.1239796318504	1.14132066553547e-212	1.65206166336259e-209
TNFSF4	661.828801282562	3.09388018014736	0.106920316877278	28.9363169742424	4.17184146775165e-184	5.48976411324592e-181
TMOD1	1366.01490017931	2.1500430862909	0.0744805040852877	28.8671930016596	3.08318317006384e-183	3.71908969888951e-180
EPB41L1	1128.5566353036	2.22476882397635	0.0797223667146863	27.906457317536	2.22763716207896e-171	2.48038830162253e-168
PVRL1	676.513493593261	2.57437790450539	0.0954384182729727	26.974230620023	2.96540344613444e-160	3.06601534877114e-157
SERPINB2	420.356148017567	3.75082616241528	0.141032849847546	26.5954078533465	7.6712249896305e-156	7.40273211499343e-153
CA3	5767.08042380169	-1.49866079423227	0.0578691764096409	-25.8973928300559	7.12562110449031e-148	6.44646034296858e-145
GFRA1	1534.15150168721	-1.9104925025655	0.0746078641128785	-25.6071196419054	1.27097481604376e-144	1.08219767424903e-141
CPA4	552.773713488834	-2.45821199097034	0.0980282170941984	-25.0765755395527	8.95935325556585e-139	7.20481324301754e-136
TGFB2	2408.15990658397	-1.48879167178351	0.0602111174097801	-24.7261923682833	5.592405891016e-135	4.26053027749771e-132
DKK1	1310.59965496036	-1.81314497902007	0.0735859078739359	-24.6398397656012	4.72919145184137e-134	3.42275231327019e-131
TUBA4A	1417.9538933681	-1.67393758613563	0.0714341333861021	-23.4333015155092	1.95663059458756e-121	1.34867751698357e-118
